TailNumber,Origin,Destination,TravelDate,TotalFlightTime,Revenue,FirstName,LastName,Passport
C2888,SFO,DTW,30-09-2021,2,441.2,Phil,Singh,D-61495909
C2990,DEN,PHX,29-12-2020,2,430.54,Phil,Hawkins,R-68106487
P2752,SFO,DTW,06-07-2021,3,446.71,Phil,Singh,D-61495909
Y2161,SFO,MSP,08-09-2021,6,371.43,Phil,Singh,D-61495909
T2335,MCO,BOS,05-09-2021,10,173.42,Phil,Singh,D-61495909
C2888,ORD,MIA,29-10-2020,2,300.34,Heather,Singh,S-26384273
O2378,LAS,BOS,17-08-2021,7,478.19,Mary,Singh,A-69169562
G2971,SEA,MIA,05-07-2021,4,82.57,Russell,Constantine,H-44102824
C2896,SFO,MIA,20-04-2021,5,284.72,Robert,Banner,U-49850866
G2971,SFO,PHL,25-10-2020,6,406.02,Jay,Singh,P-64549526
Z2357,MCO,MSP,05-09-2021,7,103.67,Jay,Singh,P-64549526
O2378,ORD,CLT,06-07-2021,5,290.06,Robert,Banner,U-49850866
Z2357,SEA,IAH,23-05-2021,1,272.16,Heather,Singh,S-26384273
H3059,ATL,PHX,11-06-2021,2,106.18,Billy,Kohli,J-42970426
H3059,LAS,EWR,20-04-2021,2,415.88,Mary,Singh,A-69169562
O2349,ORD,PHL,09-05-2021,9,210.12,Heather,Singh,S-26384273
T2366,SEA,DTW,25-03-2021,7,81.51,Russell,Constantine,H-44102824
Z2357,ORD,IAH,21-08-2021,6,495.04,Russell,Constantine,H-44102824
P2752,LAS,EWR,15-08-2021,2,105.06,Mary,Singh,A-69169562
Z2357,DEN,PHL,13-02-2021,5,360.88,Phil,Hawkins,R-68106487
H3059,SEA,PHX,14-07-2021,9,193.27,Jay,Singh,P-64549526
A2975,SEA,MSP,18-01-2021,7,103.69,Billy,Kohli,J-42970426
P2752,ATL,EWR,18-02-2021,4,318.87,Phil,Singh,D-61495909
O2349,LAS,MSP,01-07-2021,7,289.43,Billy,Kohli,J-42970426
S2869,MCO,MSP,30-11-2020,3,235.83,Phil,Singh,D-61495909
Y2161,DFW,DTW,22-09-2021,3,122.37,Phil,Singh,D-61495909
C2888,ATL,CLT,17-04-2021,1,278.26,Phil,Singh,D-61495909
T2335,DFW,PHL,11-02-2021,2,379.96,Phil,Singh,D-61495909
S2869,ORD,EWR,19-04-2021,5,195.68,Billy,Kohli,J-42970426
R2852,SEA,MSP,22-04-2021,5,290.9,Phil,Hawkins,R-68106487
C2750,ORD,IAH,21-04-2021,8,481.77,Jay,Singh,P-64549526
Z2357,SEA,DTW,17-08-2021,7,312.34,Russell,Constantine,H-44102824
T2335,ORD,IAH,24-12-2020,3,496.76,Robert,Banner,U-49850866
R2852,SEA,CLT,27-10-2020,1,495.32,Phil,Singh,D-61495909
J2465,LAX,FLL,20-10-2020,6,263.82,Jay,Singh,P-64549526
O2349,MCO,IAH,15-04-2021,7,230.15,Heather,Singh,S-26384273
Y2161,MCO,FLL,04-02-2021,7,259.98,Robert,Banner,U-49850866
C2750,JFK,CLT,06-11-2020,4,427.25,Heather,Singh,S-26384273
N2252,MCO,MSP,19-08-2021,8,297.34,Heather,Singh,S-26384273
C2750,ORD,IAH,01-12-2020,6,153.64,Jay,Singh,P-64549526
Z2357,LAS,MSP,20-03-2021,8,302.83,Billy,Kohli,J-42970426
F2838,ATL,EWR,16-04-2021,7,363.42,Robert,Banner,U-49850866
G2971,LAS,DTW,23-09-2021,9,185.2,Robert,Banner,U-49850866
J2465,SFO,PHX,13-10-2020,1,334.54,Phil,Hawkins,R-68106487
Y2161,LAS,PHL,04-06-2021,7,241.31,Phil,Hawkins,R-68106487
T2335,JFK,BOS,28-08-2021,4,73.32,Robert,Banner,U-49850866
T2366,ORD,FLL,17-01-2021,1,448.51,Phil,Singh,D-61495909
S2869,SFO,DTW,26-03-2021,10,93.47,Jay,Singh,P-64549526
H3059,ATL,PHX,17-03-2021,3,374.24,Russell,Constantine,H-44102824
H3059,JFK,MIA,19-05-2021,3,110.91,Phil,Hawkins,R-68106487
P2752,DEN,MIA,10-10-2020,9,321.63,Russell,Constantine,H-44102824
C2888,DFW,EWR,02-01-2021,3,186.39,Phil,Singh,D-61495909
Z2357,ATL,PHL,19-06-2021,1,287.59,Russell,Constantine,H-44102824
A2975,LAS,PHX,16-09-2021,4,498.5,Robert,Banner,U-49850866
O2378,ORD,DTW,20-10-2020,1,125.11,Russell,Constantine,H-44102824
P2752,LAS,FLL,23-12-2020,10,81.01,Heather,Singh,S-26384273
H3059,SEA,FLL,29-11-2020,1,81.13,Billy,Kohli,J-42970426
P2752,ATL,MSP,16-05-2021,8,493.18,Phil,Singh,D-61495909
Z2357,DEN,MIA,29-11-2020,2,158.51,Phil,Hawkins,R-68106487
C2750,MCO,CLT,14-01-2021,5,185.15,Mary,Singh,A-69169562
T2366,ATL,CLT,28-02-2021,2,438.77,Russell,Constantine,H-44102824
S2869,LAS,PHX,11-09-2021,10,106.12,Phil,Hawkins,R-68106487
T2366,SEA,FLL,25-01-2021,6,188.77,Robert,Banner,U-49850866
A2975,LAS,BOS,04-11-2020,8,102.84,Phil,Singh,D-61495909
T2335,DFW,FLL,02-01-2021,3,293.46,Robert,Banner,U-49850866
C2750,MCO,CLT,20-01-2021,3,138.82,Phil,Singh,D-61495909
S2869,SEA,PHX,12-12-2020,10,457.71,Phil,Hawkins,R-68106487
C2750,SFO,PHX,29-09-2021,4,462.17,Phil,Singh,D-61495909
T2366,ORD,MIA,25-10-2020,4,173.46,Phil,Hawkins,R-68106487
T2335,MCO,BOS,19-07-2021,4,352.53,Robert,Banner,U-49850866
J2465,ORD,EWR,25-08-2021,7,154.43,Heather,Singh,S-26384273
C2888,LAX,BOS,17-03-2021,5,112.96,Phil,Singh,D-61495909
O2349,DEN,PHX,23-06-2021,8,340.94,Robert,Banner,U-49850866
J2465,SEA,IAH,02-09-2021,3,438.28,Jay,Singh,P-64549526
S2869,DFW,PHX,26-10-2020,10,328.02,Jay,Singh,P-64549526
N2252,SFO,PHX,13-03-2021,2,348.57,Phil,Hawkins,R-68106487
O2378,LAX,BOS,11-05-2021,6,273.9,Russell,Constantine,H-44102824
P2752,SEA,DTW,23-10-2020,4,405.24,Jay,Singh,P-64549526
C2896,SFO,IAH,11-10-2020,10,124.36,Phil,Singh,D-61495909
C2888,SFO,CLT,17-07-2021,8,299.19,Mary,Singh,A-69169562
C2888,JFK,MSP,30-05-2021,10,192.56,Billy,Kohli,J-42970426
N2252,DEN,PHL,23-02-2021,1,333.63,Russell,Constantine,H-44102824
G2971,LAX,MSP,07-01-2021,3,392.79,Billy,Kohli,J-42970426
F2838,DFW,EWR,03-08-2021,10,255.56,Russell,Constantine,H-44102824
A2975,ORD,PHL,30-07-2021,1,223.85,Russell,Constantine,H-44102824
C2888,LAS,IAH,22-11-2020,2,366.07,Jay,Singh,P-64549526
T2335,ORD,EWR,02-06-2021,9,264.84,Phil,Singh,D-61495909
J2465,ORD,DTW,23-11-2020,5,104.42,Mary,Singh,A-69169562
H3059,ORD,CLT,14-02-2021,10,368.6,Phil,Singh,D-61495909
S2869,SEA,IAH,14-03-2021,10,221.63,Russell,Constantine,H-44102824
H3059,LAS,BOS,31-10-2020,5,469.86,Heather,Singh,S-26384273
Y2161,DEN,MSP,07-01-2021,10,430.89,Mary,Singh,A-69169562
O2378,ATL,FLL,24-01-2021,4,391.13,Jay,Singh,P-64549526
C2750,SEA,MIA,13-02-2021,3,412.32,Phil,Hawkins,R-68106487
F2838,JFK,PHX,29-03-2021,10,216.81,Heather,Singh,S-26384273
H3059,JFK,FLL,02-01-2021,7,82.2,Phil,Singh,D-61495909
O2378,LAX,BOS,31-03-2021,1,140.1,Jay,Singh,P-64549526
O2349,LAX,PHL,23-09-2021,2,420.47,Billy,Kohli,J-42970426
C2386,ORD,CLT,12-09-2021,8,242.57,Jay,Singh,P-64549526
F2838,JFK,FLL,17-12-2020,5,270.4,Russell,Constantine,H-44102824
O2349,ATL,IAH,24-07-2021,7,314.39,Phil,Singh,D-61495909
O2378,LAX,MSP,18-09-2021,1,262.41,Mary,Singh,A-69169562
C2896,ORD,IAH,30-06-2021,3,151.49,Phil,Hawkins,R-68106487
C2896,SFO,FLL,01-10-2021,5,330.45,Robert,Banner,U-49850866
C2990,LAS,IAH,16-02-2021,7,335.8,Russell,Constantine,H-44102824
C2750,MCO,PHL,29-07-2021,3,449.33,Robert,Banner,U-49850866
C2990,LAX,PHL,17-08-2021,8,126.4,Robert,Banner,U-49850866
A2975,DEN,PHL,21-01-2021,7,258.72,Phil,Singh,D-61495909
T2366,JFK,EWR,01-11-2020,5,189.21,Russell,Constantine,H-44102824
C2896,MCO,FLL,19-03-2021,5,381.68,Billy,Kohli,J-42970426
C2386,JFK,IAH,18-02-2021,2,116.39,Billy,Kohli,J-42970426
N2252,SFO,EWR,15-05-2021,5,66.64,Phil,Singh,D-61495909
J2465,DEN,BOS,24-11-2020,7,150.16,Billy,Kohli,J-42970426
O2378,SFO,CLT,28-12-2020,4,134.61,Russell,Constantine,H-44102824
C2750,JFK,DTW,20-06-2021,5,182.12,Heather,Singh,S-26384273
J2465,MCO,PHX,21-04-2021,3,432,Billy,Kohli,J-42970426
G2971,ATL,MIA,28-04-2021,10,377.13,Russell,Constantine,H-44102824
H3059,ORD,BOS,10-05-2021,2,238.15,Jay,Singh,P-64549526
A2975,LAS,BOS,13-11-2020,4,57.28,Heather,Singh,S-26384273
Z2357,SEA,FLL,07-12-2020,4,309.84,Billy,Kohli,J-42970426
F2838,ORD,MSP,24-11-2020,1,118.12,Phil,Singh,D-61495909
R2852,SFO,PHX,06-12-2020,4,307.96,Phil,Hawkins,R-68106487
C2990,LAX,BOS,06-02-2021,5,411.85,Jay,Singh,P-64549526
Y2161,LAX,PHL,30-05-2021,8,137.48,Robert,Banner,U-49850866
C2386,SEA,CLT,08-03-2021,1,400.17,Robert,Banner,U-49850866
C2990,MCO,DTW,07-10-2020,4,239.71,Billy,Kohli,J-42970426
Z2357,ORD,FLL,01-01-2021,8,392.92,Mary,Singh,A-69169562
Z2357,MCO,BOS,09-01-2021,5,410.79,Phil,Singh,D-61495909
O2378,LAX,PHX,20-11-2020,7,92.26,Billy,Kohli,J-42970426
G2971,ATL,MSP,07-03-2021,2,270.87,Russell,Constantine,H-44102824
S2869,SFO,FLL,25-04-2021,8,175.82,Phil,Singh,D-61495909
C2750,JFK,EWR,17-10-2020,10,462.88,Jay,Singh,P-64549526
C2888,LAX,PHX,26-07-2021,6,151.94,Jay,Singh,P-64549526
S2869,SEA,FLL,10-04-2021,2,146.35,Heather,Singh,S-26384273
A2975,LAS,DTW,29-10-2020,3,252.46,Heather,Singh,S-26384273
R2852,ATL,MIA,12-08-2021,10,492.78,Russell,Constantine,H-44102824
Y2161,ATL,FLL,31-12-2020,7,79.66,Heather,Singh,S-26384273
H3059,ATL,EWR,02-08-2021,1,498.96,Jay,Singh,P-64549526
R2852,MCO,IAH,18-02-2021,9,240.62,Jay,Singh,P-64549526
H3059,ATL,FLL,16-01-2021,10,134.05,Billy,Kohli,J-42970426
C2990,DFW,PHL,23-07-2021,6,148.32,Billy,Kohli,J-42970426
O2349,SEA,CLT,28-10-2020,3,243.9,Mary,Singh,A-69169562
A2975,LAS,CLT,20-03-2021,1,185.5,Robert,Banner,U-49850866
S2869,SEA,BOS,05-04-2021,6,350.5,Russell,Constantine,H-44102824
A2975,ATL,BOS,20-11-2020,7,199.19,Robert,Banner,U-49850866
O2349,SFO,FLL,28-11-2020,2,493.04,Phil,Hawkins,R-68106487
C2896,LAS,PHX,20-02-2021,9,266.89,Robert,Banner,U-49850866
T2366,ATL,DTW,12-04-2021,6,131.43,Phil,Hawkins,R-68106487
F2838,LAS,MIA,25-04-2021,4,172.09,Billy,Kohli,J-42970426
N2252,LAX,DTW,02-11-2020,6,69.81,Heather,Singh,S-26384273
S2869,SEA,PHX,18-06-2021,2,292.65,Phil,Singh,D-61495909
T2335,DFW,DTW,25-12-2020,9,261.71,Robert,Banner,U-49850866
T2366,ATL,BOS,11-01-2021,4,155.33,Phil,Singh,D-61495909
A2975,JFK,BOS,16-04-2021,2,277.6,Mary,Singh,A-69169562
O2378,ATL,IAH,11-12-2020,10,110.9,Phil,Singh,D-61495909
O2378,ORD,IAH,27-04-2021,2,120,Phil,Singh,D-61495909
F2838,LAX,EWR,26-09-2021,4,217.42,Robert,Banner,U-49850866
Y2161,SFO,IAH,17-11-2020,2,421.2,Phil,Hawkins,R-68106487
A2975,DFW,FLL,30-07-2021,5,389.93,Phil,Hawkins,R-68106487
O2378,LAS,IAH,25-11-2020,6,329.08,Billy,Kohli,J-42970426
C2888,LAS,IAH,15-11-2020,6,339.09,Heather,Singh,S-26384273
C2990,ATL,CLT,16-05-2021,2,299.15,Russell,Constantine,H-44102824
R2852,LAS,CLT,12-12-2020,9,63.58,Jay,Singh,P-64549526
C2896,LAX,MIA,16-12-2020,9,318.26,Heather,Singh,S-26384273
T2366,ATL,BOS,04-01-2021,9,360.93,Heather,Singh,S-26384273
N2252,DFW,PHL,12-11-2020,1,337.54,Mary,Singh,A-69169562
T2366,ORD,DTW,09-10-2020,1,82.88,Jay,Singh,P-64549526
H3059,LAX,DTW,24-06-2021,9,130,Mary,Singh,A-69169562
C2990,SFO,DTW,13-11-2020,5,425.55,Robert,Banner,U-49850866
C2386,ATL,PHX,20-05-2021,7,197.32,Phil,Singh,D-61495909
P2752,ATL,CLT,29-03-2021,6,163.82,Jay,Singh,P-64549526
C2386,LAX,FLL,28-11-2020,3,215.24,Russell,Constantine,H-44102824
H3059,SEA,MIA,02-02-2021,2,174.63,Heather,Singh,S-26384273
C2888,LAX,DTW,14-03-2021,8,124.41,Billy,Kohli,J-42970426
O2349,JFK,DTW,26-08-2021,5,371,Jay,Singh,P-64549526
O2378,MCO,DTW,10-02-2021,2,408.96,Phil,Singh,D-61495909
T2366,SEA,MIA,18-09-2021,5,76.97,Phil,Hawkins,R-68106487
Z2357,DFW,IAH,10-06-2021,5,137.6,Billy,Kohli,J-42970426
T2335,JFK,PHX,03-04-2021,1,427.44,Robert,Banner,U-49850866
O2378,DFW,PHX,03-07-2021,7,352.74,Billy,Kohli,J-42970426
C2386,LAS,EWR,25-10-2020,6,177.21,Robert,Banner,U-49850866
T2366,LAS,EWR,31-05-2021,4,187.88,Heather,Singh,S-26384273
J2465,DEN,DTW,14-09-2021,9,59.7,Russell,Constantine,H-44102824
O2378,DFW,PHL,09-12-2020,10,418.33,Billy,Kohli,J-42970426
O2349,SFO,MIA,25-08-2021,9,154.33,Billy,Kohli,J-42970426
C2750,DFW,CLT,12-02-2021,6,272.14,Mary,Singh,A-69169562
C2990,ORD,PHX,30-10-2020,4,435.39,Robert,Banner,U-49850866
A2975,ATL,PHL,09-03-2021,2,148.3,Jay,Singh,P-64549526
O2378,LAX,MIA,02-04-2021,3,101.5,Heather,Singh,S-26384273
H3059,DFW,MSP,26-01-2021,2,77.54,Phil,Hawkins,R-68106487
A2975,SFO,EWR,23-07-2021,10,408.75,Russell,Constantine,H-44102824
H3059,JFK,MSP,24-07-2021,3,354.02,Jay,Singh,P-64549526
O2378,MCO,MSP,30-08-2021,4,356.38,Heather,Singh,S-26384273
H3059,LAS,MSP,15-06-2021,4,200.84,Robert,Banner,U-49850866
H3059,LAX,MSP,19-09-2021,9,185.99,Phil,Hawkins,R-68106487
O2378,MCO,DTW,25-04-2021,4,64.52,Heather,Singh,S-26384273
J2465,LAX,BOS,05-04-2021,4,112.76,Jay,Singh,P-64549526
T2335,MCO,MSP,23-02-2021,2,384.19,Robert,Banner,U-49850866
C2990,SEA,PHL,02-08-2021,8,179.94,Russell,Constantine,H-44102824
O2378,JFK,PHX,09-06-2021,10,293.09,Phil,Singh,D-61495909
H3059,DEN,BOS,31-08-2021,8,361.16,Heather,Singh,S-26384273
R2852,LAX,PHL,28-10-2020,4,347.33,Russell,Constantine,H-44102824
C2386,DEN,MIA,29-12-2020,3,137.39,Robert,Banner,U-49850866
R2852,LAS,IAH,13-04-2021,4,206.01,Robert,Banner,U-49850866
C2896,ORD,CLT,10-05-2021,10,397.08,Phil,Singh,D-61495909
R2852,DFW,FLL,29-07-2021,3,167.82,Russell,Constantine,H-44102824
S2869,DEN,FLL,04-10-2021,2,373.75,Robert,Banner,U-49850866
C2386,SFO,CLT,19-11-2020,10,281.94,Phil,Hawkins,R-68106487
C2750,LAX,DTW,02-12-2020,5,85.67,Heather,Singh,S-26384273
C2888,ORD,MIA,18-06-2021,8,298.41,Jay,Singh,P-64549526
A2975,LAX,CLT,13-05-2021,7,382.65,Russell,Constantine,H-44102824
C2990,LAS,PHL,06-01-2021,6,144.82,Jay,Singh,P-64549526
Y2161,LAS,MSP,21-08-2021,7,270.89,Phil,Hawkins,R-68106487
C2386,ORD,MIA,22-02-2021,2,288.97,Billy,Kohli,J-42970426
R2852,SFO,IAH,19-03-2021,6,96.69,Jay,Singh,P-64549526
G2971,MCO,IAH,11-02-2021,2,337.12,Heather,Singh,S-26384273
J2465,DFW,EWR,06-08-2021,9,66.81,Mary,Singh,A-69169562
J2465,LAX,IAH,14-11-2020,10,284.21,Phil,Singh,D-61495909
H3059,DEN,PHX,07-09-2021,2,464.94,Heather,Singh,S-26384273
C2990,DEN,EWR,07-02-2021,6,202.83,Robert,Banner,U-49850866
C2888,MCO,FLL,26-02-2021,8,229.94,Heather,Singh,S-26384273
Y2161,DEN,PHL,23-04-2021,6,233.39,Billy,Kohli,J-42970426
Y2161,ATL,PHX,07-09-2021,3,456.34,Phil,Singh,D-61495909
T2366,LAX,CLT,14-08-2021,3,111.82,Billy,Kohli,J-42970426
A2975,DEN,CLT,25-01-2021,8,317.46,Phil,Hawkins,R-68106487
C2750,LAS,PHL,11-04-2021,6,231.08,Jay,Singh,P-64549526
N2252,LAS,EWR,02-03-2021,10,253.32,Jay,Singh,P-64549526
C2888,ORD,PHX,05-09-2021,2,415.49,Robert,Banner,U-49850866
O2349,JFK,PHL,23-06-2021,9,164.16,Phil,Singh,D-61495909
P2752,ORD,DTW,18-11-2020,9,135.86,Jay,Singh,P-64549526
O2378,LAS,DTW,22-03-2021,8,127.6,Billy,Kohli,J-42970426
O2378,LAX,MSP,27-01-2021,9,329.56,Billy,Kohli,J-42970426
Z2357,LAS,BOS,08-07-2021,1,285.65,Jay,Singh,P-64549526
O2349,SFO,MIA,27-02-2021,5,218.28,Robert,Banner,U-49850866
G2971,SEA,DTW,21-09-2021,2,290.76,Jay,Singh,P-64549526
A2975,ORD,DTW,26-03-2021,1,475.25,Robert,Banner,U-49850866
O2378,SEA,IAH,26-12-2020,10,168.99,Mary,Singh,A-69169562
O2349,DFW,FLL,24-05-2021,2,83.08,Jay,Singh,P-64549526
F2838,MCO,DTW,06-02-2021,9,429.74,Phil,Singh,D-61495909
T2366,SFO,CLT,02-02-2021,1,414.37,Billy,Kohli,J-42970426
Y2161,LAS,PHL,04-01-2021,3,432.36,Phil,Hawkins,R-68106487
H3059,DEN,CLT,13-01-2021,1,486.28,Phil,Hawkins,R-68106487
T2335,ORD,DTW,01-12-2020,6,76.15,Billy,Kohli,J-42970426
S2869,LAS,PHL,18-03-2021,1,60.03,Jay,Singh,P-64549526
C2386,DEN,MIA,19-08-2021,10,180.53,Russell,Constantine,H-44102824
C2990,ATL,IAH,25-06-2021,10,498.99,Heather,Singh,S-26384273
O2378,ORD,MSP,20-10-2020,3,289.32,Heather,Singh,S-26384273
S2869,ATL,CLT,18-04-2021,3,154.82,Jay,Singh,P-64549526
T2335,LAS,MSP,09-12-2020,6,133.44,Billy,Kohli,J-42970426
C2896,LAX,PHL,25-07-2021,10,196.37,Robert,Banner,U-49850866
S2869,ATL,DTW,21-09-2021,10,313.61,Phil,Singh,D-61495909
C2750,SEA,MIA,31-03-2021,4,58.25,Billy,Kohli,J-42970426
C2750,SFO,FLL,28-04-2021,5,469.41,Billy,Kohli,J-42970426
Z2357,SEA,FLL,07-10-2020,2,357.05,Mary,Singh,A-69169562
H3059,SEA,MIA,25-01-2021,5,107.52,Russell,Constantine,H-44102824
T2335,DEN,IAH,05-07-2021,3,326.4,Phil,Singh,D-61495909
T2366,LAS,EWR,08-07-2021,8,410.41,Robert,Banner,U-49850866
N2252,LAX,MSP,18-09-2021,6,157.85,Jay,Singh,P-64549526
C2896,LAX,CLT,21-04-2021,5,341.78,Heather,Singh,S-26384273
C2896,JFK,MIA,11-02-2021,3,158.31,Robert,Banner,U-49850866
J2465,DFW,CLT,12-04-2021,9,223.56,Jay,Singh,P-64549526
T2335,MCO,DTW,18-10-2020,3,445.29,Mary,Singh,A-69169562
C2896,LAS,PHX,10-02-2021,5,257.9,Billy,Kohli,J-42970426
C2990,ATL,IAH,14-09-2021,2,212.58,Russell,Constantine,H-44102824
R2852,DEN,BOS,20-02-2021,7,266.38,Robert,Banner,U-49850866
C2888,LAX,BOS,09-07-2021,6,84.02,Russell,Constantine,H-44102824
O2349,ATL,IAH,07-09-2021,2,280.46,Russell,Constantine,H-44102824
C2888,SEA,FLL,12-07-2021,5,133.39,Robert,Banner,U-49850866
S2869,ATL,DTW,01-06-2021,4,58.33,Heather,Singh,S-26384273
G2971,MCO,EWR,26-07-2021,3,117.42,Phil,Singh,D-61495909
T2335,ORD,BOS,31-03-2021,8,188.28,Billy,Kohli,J-42970426
T2335,LAS,BOS,11-04-2021,5,337.63,Phil,Hawkins,R-68106487
N2252,SFO,BOS,09-04-2021,6,341.75,Jay,Singh,P-64549526
Z2357,LAS,PHL,12-02-2021,4,208.12,Robert,Banner,U-49850866
F2838,JFK,PHX,25-04-2021,2,460.06,Phil,Hawkins,R-68106487
R2852,SEA,BOS,28-03-2021,4,316.74,Mary,Singh,A-69169562
Y2161,DFW,PHL,28-04-2021,10,53.73,Phil,Singh,D-61495909
P2752,LAX,FLL,22-01-2021,2,94.41,Robert,Banner,U-49850866
C2888,SEA,EWR,26-07-2021,4,339.26,Russell,Constantine,H-44102824
Z2357,LAX,CLT,14-10-2020,4,56.92,Jay,Singh,P-64549526
O2349,LAS,FLL,22-03-2021,2,180,Billy,Kohli,J-42970426
F2838,JFK,PHX,26-06-2021,10,161.77,Billy,Kohli,J-42970426
A2975,DEN,IAH,10-07-2021,8,53.39,Phil,Singh,D-61495909
C2990,SEA,FLL,04-06-2021,3,68.42,Phil,Singh,D-61495909
H3059,SEA,EWR,14-07-2021,5,314.69,Phil,Singh,D-61495909
O2378,LAX,EWR,25-12-2020,10,445.98,Billy,Kohli,J-42970426
Y2161,SEA,BOS,29-05-2021,6,202.92,Jay,Singh,P-64549526
A2975,ORD,MIA,23-04-2021,3,297.84,Heather,Singh,S-26384273
H3059,JFK,IAH,25-02-2021,3,352.34,Russell,Constantine,H-44102824
S2869,LAS,PHX,13-10-2020,1,265,Heather,Singh,S-26384273
C2386,LAX,FLL,12-08-2021,4,448.64,Russell,Constantine,H-44102824
J2465,SEA,CLT,06-01-2021,9,323.78,Billy,Kohli,J-42970426
F2838,MCO,FLL,04-07-2021,8,293.73,Phil,Singh,D-61495909
O2349,DFW,PHX,16-04-2021,3,411.37,Phil,Hawkins,R-68106487
T2335,LAX,FLL,11-05-2021,7,90.83,Robert,Banner,U-49850866
F2838,LAS,CLT,03-04-2021,2,199.44,Phil,Hawkins,R-68106487
Y2161,LAX,MSP,07-03-2021,3,280.45,Phil,Hawkins,R-68106487
C2990,DFW,PHX,13-05-2021,8,174.19,Jay,Singh,P-64549526
C2990,JFK,EWR,06-07-2021,7,348.56,Mary,Singh,A-69169562
P2752,SFO,MSP,14-01-2021,5,387.65,Mary,Singh,A-69169562
C2750,LAX,MIA,27-06-2021,5,382.81,Phil,Hawkins,R-68106487
Z2357,ORD,PHL,28-09-2021,8,375.81,Phil,Hawkins,R-68106487
Z2357,LAX,FLL,22-06-2021,9,194.67,Phil,Singh,D-61495909
S2869,SFO,PHL,11-11-2020,6,352.78,Heather,Singh,S-26384273
T2335,DEN,FLL,29-06-2021,8,408.98,Heather,Singh,S-26384273
A2975,SFO,PHX,19-03-2021,10,448.46,Jay,Singh,P-64549526
O2349,SEA,CLT,20-08-2021,10,341.41,Mary,Singh,A-69169562
C2386,DFW,PHL,18-10-2020,5,329.74,Phil,Hawkins,R-68106487
C2990,DFW,CLT,28-04-2021,4,332.24,Heather,Singh,S-26384273
C2990,SEA,MSP,04-02-2021,1,247.4,Mary,Singh,A-69169562
P2752,JFK,MIA,27-04-2021,1,118.84,Russell,Constantine,H-44102824
Z2357,LAS,PHL,30-07-2021,8,52.27,Billy,Kohli,J-42970426
S2869,ORD,MSP,06-04-2021,2,195.04,Russell,Constantine,H-44102824
T2335,LAS,EWR,08-06-2021,3,242.18,Billy,Kohli,J-42970426
Z2357,LAX,BOS,16-07-2021,6,223.23,Phil,Singh,D-61495909
J2465,JFK,CLT,13-03-2021,10,398.26,Jay,Singh,P-64549526
Z2357,ATL,PHL,19-04-2021,5,349.29,Phil,Hawkins,R-68106487
O2349,SEA,DTW,23-01-2021,9,177.32,Robert,Banner,U-49850866
C2750,DFW,PHX,04-05-2021,5,385.29,Heather,Singh,S-26384273
N2252,SEA,DTW,27-01-2021,3,395.68,Jay,Singh,P-64549526
H3059,SFO,CLT,30-11-2020,4,494.51,Mary,Singh,A-69169562
R2852,MCO,BOS,07-02-2021,10,252.16,Robert,Banner,U-49850866
T2335,ATL,PHX,11-02-2021,7,182.06,Phil,Hawkins,R-68106487
G2971,SFO,DTW,04-03-2021,5,74.93,Phil,Singh,D-61495909
G2971,DEN,MSP,03-05-2021,5,436.84,Mary,Singh,A-69169562
Z2357,ORD,MIA,30-03-2021,7,197.05,Phil,Hawkins,R-68106487
T2335,LAX,PHL,05-05-2021,3,210.96,Jay,Singh,P-64549526
G2971,ATL,PHX,01-03-2021,2,84.11,Heather,Singh,S-26384273
P2752,ATL,MIA,24-04-2021,9,248.81,Russell,Constantine,H-44102824
R2852,DEN,FLL,29-05-2021,9,252.45,Phil,Hawkins,R-68106487
C2750,SFO,PHL,10-05-2021,5,86.87,Russell,Constantine,H-44102824
F2838,LAX,IAH,22-06-2021,6,496.34,Heather,Singh,S-26384273
O2378,DFW,CLT,10-11-2020,1,203.7,Billy,Kohli,J-42970426
G2971,DFW,MIA,23-05-2021,4,412.88,Mary,Singh,A-69169562
C2990,DEN,EWR,18-01-2021,2,414.17,Mary,Singh,A-69169562
T2335,LAX,MSP,11-05-2021,9,362.7,Robert,Banner,U-49850866
P2752,LAS,DTW,10-04-2021,6,187.13,Jay,Singh,P-64549526
C2750,SFO,IAH,08-05-2021,5,432.84,Russell,Constantine,H-44102824
N2252,DEN,MIA,27-06-2021,6,323.68,Mary,Singh,A-69169562
C2896,SEA,PHL,22-09-2021,9,91.08,Phil,Hawkins,R-68106487
R2852,ORD,IAH,12-11-2020,8,207.43,Jay,Singh,P-64549526
C2750,LAS,MIA,02-12-2020,6,362.48,Russell,Constantine,H-44102824
N2252,MCO,MIA,25-11-2020,5,215.73,Phil,Singh,D-61495909
Z2357,SEA,EWR,05-02-2021,9,387.88,Russell,Constantine,H-44102824
A2975,ATL,FLL,04-03-2021,7,104.77,Heather,Singh,S-26384273
T2335,DFW,BOS,06-06-2021,5,113.03,Russell,Constantine,H-44102824
H3059,JFK,BOS,28-10-2020,7,293.02,Heather,Singh,S-26384273
F2838,DEN,EWR,10-10-2020,7,275.24,Heather,Singh,S-26384273
C2896,SEA,CLT,07-04-2021,5,252.38,Phil,Singh,D-61495909
R2852,LAS,PHL,20-09-2021,9,60.95,Russell,Constantine,H-44102824
F2838,LAX,IAH,11-12-2020,7,414.36,Phil,Singh,D-61495909
S2869,SFO,PHL,07-05-2021,3,183.27,Phil,Hawkins,R-68106487
